GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Canarias	2009 Agosto	Tasa variación interperiódica	-0.12
Canarias	2009 Agosto	Dato	245966
Canarias	2009 Agosto	Variación anual	69627
Canarias	2009 Agosto	Variación interperiódica	-298
Canarias	2009 Julio	Tasa variación anual	39.84
Canarias	2009 Julio	Tasa variación interperiódica	-0.83
Canarias	2009 Julio	Dato	246264
Canarias	2009 Julio	Variación anual	70163
Canarias	2009 Julio	Variación interperiódica	-2061
Canarias	2009 Junio	Tasa variación anual	41.23
Canarias	2009 Junio	Tasa variación interperiódica	-0.54
Canarias	2009 Junio	Dato	248325
Canarias	2009 Junio	Variación anual	72501
Canarias	2009 Junio	Variación interperiódica	-1336
Canarias	2009 Mayo	Tasa variación anual	45.57
Canarias	2009 Mayo	Tasa variación interperiódica	1.28
Canarias	2009 Mayo	Dato	249661
Canarias	2009 Mayo	Variación anual	78150
Canarias	2009 Mayo	Variación interperiódica	3161
Canarias	2009 Abril	Tasa variación anual	48.28
Canarias	2009 Abril	Tasa variación interperiódica	3.42
Canarias	2009 Abril	Dato	246500
Canarias	2009 Abril	Variación anual	80259
Canarias	2009 Abril	Variación interperiódica	8156
Canarias	2009 Marzo	Tasa variación anual	50.05
Canarias	2009 Marzo	Tasa variación interperiódica	4.67
Canarias	2009 Marzo	Dato	238344
Canarias	2009 Marzo	Variación anual	79502
Canarias	2009 Marzo	Variación interperiódica	10638
Canarias	2009 Febrero	Tasa variación anual	47.76
Canarias	2009 Febrero	Tasa variación interperiódica	5.43
Canarias	2009 Febrero	Dato	227706
Canarias	2009 Febrero	Variación anual	73597
Canarias	2009 Febrero	Variación interperiódica	11730
Canarias	2009 Enero	Tasa variación anual	45.38
Canarias	2009 Enero	Tasa variación interperiódica	6.40
Canarias	2009 Enero	Dato	215976
Canarias	2009 Enero	Variación anual	67416
Canarias	2009 Enero	Variación interperiódica	12983
Canarias	2008 Diciembre	Tasa variación anual	45.95
Canarias	2008 Diciembre	Tasa variación interperiódica	1.55
Canarias	2008 Diciembre	Dato	202993
Canarias	2008 Diciembre	Variación anual	63912
Canarias	2008 Diciembre	Variación interperiódica	3104
Canarias	2008 Noviembre	Tasa variación anual	44.00
Canarias	2008 Noviembre	Tasa variación interperiódica	4.95
Canarias	2008 Noviembre	Dato	199889
Canarias	2008 Noviembre	Variación anual	61076
Canarias	2008 Noviembre	Variación interperiódica	9420
Canarias	2008 Octubre	Tasa variación anual	38.77
Canarias	2008 Octubre	Tasa variación interperiódica	5.34
Canarias	2008 Octubre	Dato	190469
Canarias	2008 Octubre	Variación anual	53210
Canarias	2008 Octubre	Variación interperiódica	9664
Canarias	2008 Septiembre	Tasa variación anual	35.02
Canarias	2008 Septiembre	Tasa variación interperiódica	2.53
Canarias	2008 Septiembre	Dato	180805
Canarias	2008 Septiembre	Variación anual	46893
Canarias	2008 Septiembre	Variación interperiódica	4466
Canarias	2008 Agosto	Tasa variación anual	32.79
Canarias	2008 Agosto	Tasa variación interperiódica	0.14
Canarias	2008 Agosto	Dato	176339
Canarias	2008 Agosto	Variación anual	43542
Canarias	2008 Agosto	Variación interperiódica	238
Canarias	2008 Julio	Tasa variación anual	33.27
Canarias	2008 Julio	Tasa variación interperiódica	0.16
Canarias	2008 Julio	Dato	176101
Canarias	2008 Julio	Variación anual	43962
Canarias	2008 Julio	Variación interperiódica	277
Canarias	2008 Junio	Tasa variación anual	29.70
Canarias	2008 Junio	Tasa variación interperiódica	2.51
Canarias	2008 Junio	Dato	175824
Canarias	2008 Junio	Variación anual	40267
Canarias	2008 Junio	Variación interperiódica	4313
Canarias	2008 Mayo	Tasa variación anual	26.79
Canarias	2008 Mayo	Tasa variación interperiódica	3.17
Canarias	2008 Mayo	Dato	171511
Canarias	2008 Mayo	Variación anual	36243
Canarias	2008 Mayo	Variación interperiódica	5270
Canarias	2008 Abril	Tasa variación anual	24.91
Canarias	2008 Abril	Tasa variación interperiódica	4.66
Canarias	2008 Abril	Dato	166241
Canarias	2008 Abril	Variación anual	33150
Canarias	2008 Abril	Variación interperiódica	7399
Canarias	2008 Marzo	Tasa variación anual	21.58
Canarias	2008 Marzo	Tasa variación interperiódica	3.07
Canarias	2008 Marzo	Dato	158842
Canarias	2008 Marzo	Variación anual	28194
Canarias	2008 Marzo	Variación interperiódica	4733
Canarias	2008 Febrero	Tasa variación anual	19.05
Canarias	2008 Febrero	Tasa variación interperiódica	3.74
Canarias	2008 Febrero	Dato	154109
Canarias	2008 Febrero	Variación anual	24665
Canarias	2008 Febrero	Variación interperiódica	5549
Canarias	2008 Enero	Tasa variación anual	17.22
Canarias	2008 Enero	Tasa variación interperiódica	6.82
Canarias	2008 Enero	Dato	148560
Canarias	2008 Enero	Variación anual	21824
Canarias	2008 Enero	Variación interperiódica	9479
Canarias	2007 Diciembre	Tasa variación anual	13.86
Canarias	2007 Diciembre	Tasa variación interperiódica	0.19
Canarias	2007 Diciembre	Dato	139081
Canarias	2007 Diciembre	Variación anual	16928
Canarias	2007 Diciembre	Variación interperiódica	268
Canarias	2007 Noviembre	Tasa variación anual	10.43
Canarias	2007 Noviembre	Tasa variación interperiódica	1.13
Canarias	2007 Noviembre	Dato	138813
Canarias	2007 Noviembre	Variación anual	13111
Canarias	2007 Noviembre	Variación interperiódica	1554
Canarias	2007 Octubre	Tasa variación anual	8.93
Canarias	2007 Octubre	Tasa variación interperiódica	2.50
Canarias	2007 Octubre	Dato	137259
Canarias	2007 Octubre	Variación anual	11255
Canarias	2007 Octubre	Variación interperiódica	3347
Canarias	2007 Septiembre	Tasa variación anual	6.52
Canarias	2007 Septiembre	Tasa variación interperiódica	0.84
Canarias	2007 Septiembre	Dato	133912
Canarias	2007 Septiembre	Variación anual	8192
Canarias	2007 Septiembre	Variación interperiódica	1115
Canarias	2007 Agosto	Tasa variación anual	3.94
Canarias	2007 Agosto	Tasa variación interperiódica	0.50
Canarias	2007 Agosto	Dato	132797
Canarias	2007 Agosto	Variación anual	5029
Canarias	2007 Agosto	Variación interperiódica	658
Canarias	2007 Julio	Tasa variación anual	1.42
Canarias	2007 Julio	Tasa variación interperiódica	-2.52
Canarias	2007 Julio	Dato	132139
Canarias	2007 Julio	Variación anual	1848
Canarias	2007 Julio	Variación interperiódica	-3418
Canarias	2007 Junio	Tasa variación anual	2.44
Canarias	2007 Junio	Tasa variación interperiódica	0.21
Canarias	2007 Junio	Dato	135557
Canarias	2007 Junio	Variación anual	3229
Canarias	2007 Junio	Variación interperiódica	289
Canarias	2007 Mayo	Tasa variación anual	1.37
Canarias	2007 Mayo	Tasa variación interperiódica	1.64
Canarias	2007 Mayo	Dato	135268
Canarias	2007 Mayo	Variación anual	1825
Canarias	2007 Mayo	Variación interperiódica	2177
Canarias	2007 Abril	Tasa variación anual	-2.06
Canarias	2007 Abril	Tasa variación interperiódica	1.87
Canarias	2007 Abril	Dato	133091
Canarias	2007 Abril	Variación anual	-2794
Canarias	2007 Abril	Variación interperiódica	2443
Canarias	2007 Marzo	Tasa variación anual	-4.31
Canarias	2007 Marzo	Tasa variación interperiódica	0.93
Canarias	2007 Marzo	Dato	130648
Canarias	2007 Marzo	Variación anual	-5888
Canarias	2007 Marzo	Variación interperiódica	1204
Canarias	2007 Febrero	Tasa variación anual	-3.99
Canarias	2007 Febrero	Tasa variación interperiódica	2.14
Canarias	2007 Febrero	Dato	129444
Canarias	2007 Febrero	Variación anual	-5384
Canarias	2007 Febrero	Variación interperiódica	2708
Canarias	2007 Enero	Tasa variación anual	-5.17
Canarias	2007 Enero	Tasa variación interperiódica	3.75
Canarias	2007 Enero	Dato	126736
Canarias	2007 Enero	Variación anual	-6911
Canarias	2007 Enero	Variación interperiódica	4583
Canarias	2006 Diciembre	Tasa variación anual	-5.99
Canarias	2006 Diciembre	Tasa variación interperiódica	-2.82
Canarias	2006 Diciembre	Dato	122153
Canarias	2006 Diciembre	Variación anual	-7777
Canarias	2006 Diciembre	Variación interperiódica	-3549
Canarias	2006 Noviembre	Tasa variación anual	-4.67
Canarias	2006 Noviembre	Tasa variación interperiódica	-0.24
Canarias	2006 Noviembre	Dato	125702
Canarias	2006 Noviembre	Variación anual	-6153
Canarias	2006 Noviembre	Variación interperiódica	-302
Canarias	2006 Octubre	Tasa variación anual	-3.29
Canarias	2006 Octubre	Tasa variación interperiódica	0.23
Canarias	2006 Octubre	Dato	126004
Canarias	2006 Octubre	Variación anual	-4286
Canarias	2006 Octubre	Variación interperiódica	284
Canarias	2006 Septiembre	Tasa variación anual	-1.92
Canarias	2006 Septiembre	Tasa variación interperiódica	-1.60
Canarias	2006 Septiembre	Dato	125720
Canarias	2006 Septiembre	Variación anual	-2458
Canarias	2006 Septiembre	Variación interperiódica	-2048
Canarias	2006 Agosto	Tasa variación anual	-3.08
Canarias	2006 Agosto	Tasa variación interperiódica	-1.94
Canarias	2006 Agosto	Dato	127768
Canarias	2006 Agosto	Variación anual	-4054
Canarias	2006 Agosto	Variación interperiódica	-2523
Canarias	2006 Julio	Tasa variación anual	-3.43
Canarias	2006 Julio	Tasa variación interperiódica	-1.54
Canarias	2006 Julio	Dato	130291
Canarias	2006 Julio	Variación anual	-4632
Canarias	2006 Julio	Variación interperiódica	-2037
Canarias	2006 Junio	Tasa variación anual	-3.04
Canarias	2006 Junio	Tasa variación interperiódica	-0.84
Canarias	2006 Junio	Dato	132328
Canarias	2006 Junio	Variación anual	-4148
Canarias	2006 Junio	Variación interperiódica	-1115
Canarias	2006 Mayo	Tasa variación anual	-2.93
Canarias	2006 Mayo	Tasa variación interperiódica	-1.80
Canarias	2006 Mayo	Dato	133443
Canarias	2006 Mayo	Variación anual	-4028
Canarias	2006 Mayo	Variación interperiódica	-2442
Canarias	2006 Abril	Tasa variación anual	.
Canarias	2006 Abril	Tasa variación interperiódica	-0.48
Canarias	2006 Abril	Dato	135885
Canarias	2006 Abril	Variación anual	.
Canarias	2006 Abril	Variación interperiódica	-651
Canarias	2006 Marzo	Tasa variación anual	.
Canarias	2006 Marzo	Tasa variación interperiódica	1.27
Canarias	2006 Marzo	Dato	136536
Canarias	2006 Marzo	Variación anual	.
Canarias	2006 Marzo	Variación interperiódica	1708
Canarias	2006 Febrero	Tasa variación anual	.
Canarias	2006 Febrero	Tasa variación interperiódica	0.88
Canarias	2006 Febrero	Dato	134828
Canarias	2006 Febrero	Variación anual	.
Canarias	2006 Febrero	Variación interperiódica	1181
Canarias	2006 Enero	Tasa variación anual	.
Canarias	2006 Enero	Tasa variación interperiódica	2.86
Canarias	2006 Enero	Dato	133647
Canarias	2006 Enero	Variación anual	.
Canarias	2006 Enero	Variación interperiódica	3717
Canarias	2005 Diciembre	Tasa variación anual	.
Canarias	2005 Diciembre	Tasa variación interperiódica	-1.46
Canarias	2005 Diciembre	Dato	129930
Canarias	2005 Diciembre	Variación anual	.
Canarias	2005 Diciembre	Variación interperiódica	-1925
Canarias	2005 Noviembre	Tasa variación anual	.
Canarias	2005 Noviembre	Tasa variación interperiódica	1.20
Canarias	2005 Noviembre	Dato	131855
Canarias	2005 Noviembre	Variación anual	.
Canarias	2005 Noviembre	Variación interperiódica	1565
Canarias	2005 Octubre	Tasa variación anual	.
Canarias	2005 Octubre	Tasa variación interperiódica	1.65
Canarias	2005 Octubre	Dato	130290
Canarias	2005 Octubre	Variación anual	.
Canarias	2005 Octubre	Variación interperiódica	2112
Canarias	2005 Septiembre	Tasa variación anual	.
Canarias	2005 Septiembre	Tasa variación interperiódica	-2.76
Canarias	2005 Septiembre	Dato	128178
Canarias	2005 Septiembre	Variación anual	.
Canarias	2005 Septiembre	Variación interperiódica	-3644
Canarias	2005 Agosto	Tasa variación anual	.
Canarias	2005 Agosto	Tasa variación interperiódica	-2.30
Canarias	2005 Agosto	Dato	131822
Canarias	2005 Agosto	Variación anual	.
Canarias	2005 Agosto	Variación interperiódica	-3101
Canarias	2005 Julio	Tasa variación anual	.
Canarias	2005 Julio	Tasa variación interperiódica	-1.14
Canarias	2005 Julio	Dato	134923
Canarias	2005 Julio	Variación anual	.
Canarias	2005 Julio	Variación interperiódica	-1553
Canarias	2005 Junio	Tasa variación anual	.
Canarias	2005 Junio	Tasa variación interperiódica	-0.72
Canarias	2005 Junio	Dato	136476
Canarias	2005 Junio	Variación anual	.
Canarias	2005 Junio	Variación interperiódica	-995
Canarias	2005 Mayo	Tasa variación anual	.
Canarias	2005 Mayo	Tasa variación interperiódica	.
Canarias	2005 Mayo	Dato	137471
Canarias	2005 Mayo	Variación anual	.
Canarias	2005 Mayo	Variación interperiódica	.
Lanzarote	2018 Diciembre	Tasa variación anual	-4.55
Lanzarote	2018 Diciembre	Tasa variación interperiódica	-0.77
Lanzarote	2018 Diciembre	Dato	10879
Lanzarote	2018 Diciembre	Variación anual	-518
Lanzarote	2018 Diciembre	Variación interperiódica	-84
Lanzarote	2018 Noviembre	Tasa variación anual	-4.82
Lanzarote	2018 Noviembre	Tasa variación interperiódica	0.87
Lanzarote	2018 Noviembre	Dato	10963
Lanzarote	2018 Noviembre	Variación anual	-555
Lanzarote	2018 Noviembre	Variación interperiódica	95
Lanzarote	2018 Octubre	Tasa variación anual	-5.34
Lanzarote	2018 Octubre	Tasa variación interperiódica	1.78
Lanzarote	2018 Octubre	Dato	10868
Lanzarote	2018 Octubre	Variación anual	-613
Lanzarote	2018 Octubre	Variación interperiódica	190
Lanzarote	2018 Septiembre	Tasa variación anual	-4.85
Lanzarote	2018 Septiembre	Tasa variación interperiódica	-2.32
Lanzarote	2018 Septiembre	Dato	10678
Lanzarote	2018 Septiembre	Variación anual	-544
Lanzarote	2018 Septiembre	Variación interperiódica	-254
Lanzarote	2018 Agosto	Tasa variación anual	-0.80
Lanzarote	2018 Agosto	Tasa variación interperiódica	3.39
Lanzarote	2018 Agosto	Dato	10932
Lanzarote	2018 Agosto	Variación anual	-88
Lanzarote	2018 Agosto	Variación interperiódica	358
Lanzarote	2018 Julio	Tasa variación anual	-6.49
Lanzarote	2018 Julio	Tasa variación interperiódica	-2.24
Lanzarote	2018 Julio	Dato	10574
Lanzarote	2018 Julio	Variación anual	-734
Lanzarote	2018 Julio	Variación interperiódica	-242
Lanzarote	2018 Junio	Tasa variación anual	-5.32
Lanzarote	2018 Junio	Tasa variación interperiódica	-3.20
Lanzarote	2018 Junio	Dato	10816
Lanzarote	2018 Junio	Variación anual	-608
Lanzarote	2018 Junio	Variación interperiódica	-357
Lanzarote	2018 Mayo	Tasa variación anual	-3.51
Lanzarote	2018 Mayo	Tasa variación interperiódica	0.19
Lanzarote	2018 Mayo	Dato	11173
Lanzarote	2018 Mayo	Variación anual	-407
Lanzarote	2018 Mayo	Variación interperiódica	21
Lanzarote	2018 Abril	Tasa variación anual	-4.79
Lanzarote	2018 Abril	Tasa variación interperiódica	0.07
Lanzarote	2018 Abril	Dato	11152
Lanzarote	2018 Abril	Variación anual	-561
Lanzarote	2018 Abril	Variación interperiódica	8
Lanzarote	2018 Marzo	Tasa variación anual	-8.54
Lanzarote	2018 Marzo	Tasa variación interperiódica	-1.90
Lanzarote	2018 Marzo	Dato	11144
Lanzarote	2018 Marzo	Variación anual	-1040
Lanzarote	2018 Marzo	Variación interperiódica	-216
Lanzarote	2018 Febrero	Tasa variación anual	-6.06
Lanzarote	2018 Febrero	Tasa variación interperiódica	-0.48
Lanzarote	2018 Febrero	Dato	11360
Lanzarote	2018 Febrero	Variación anual	-733
Lanzarote	2018 Febrero	Variación interperiódica	-55
Lanzarote	2018 Enero	Tasa variación anual	-4.37
Lanzarote	2018 Enero	Tasa variación interperiódica	0.16
Lanzarote	2018 Enero	Dato	11415
Lanzarote	2018 Enero	Variación anual	-522
Lanzarote	2018 Enero	Variación interperiódica	18
Lanzarote	2017 Diciembre	Tasa variación anual	-3.81
Lanzarote	2017 Diciembre	Tasa variación interperiódica	-1.05
Lanzarote	2017 Diciembre	Dato	11397
Lanzarote	2017 Diciembre	Variación anual	-452
Lanzarote	2017 Diciembre	Variación interperiódica	-121
Lanzarote	2017 Noviembre	Tasa variación anual	-5.61
Lanzarote	2017 Noviembre	Tasa variación interperiódica	0.32
Lanzarote	2017 Noviembre	Dato	11518
Lanzarote	2017 Noviembre	Variación anual	-684
Lanzarote	2017 Noviembre	Variación interperiódica	37
Lanzarote	2017 Octubre	Tasa variación anual	-5.49
Lanzarote	2017 Octubre	Tasa variación interperiódica	2.31
Lanzarote	2017 Octubre	Dato	11481
Lanzarote	2017 Octubre	Variación anual	-667
Lanzarote	2017 Octubre	Variación interperiódica	259
Lanzarote	2017 Septiembre	Tasa variación anual	-6.37
Lanzarote	2017 Septiembre	Tasa variación interperiódica	1.83
Lanzarote	2017 Septiembre	Dato	11222
Lanzarote	2017 Septiembre	Variación anual	-763
Lanzarote	2017 Septiembre	Variación interperiódica	202
Lanzarote	2017 Agosto	Tasa variación anual	-10.33
Lanzarote	2017 Agosto	Tasa variación interperiódica	-2.55
Lanzarote	2017 Agosto	Dato	11020
Lanzarote	2017 Agosto	Variación anual	-1270
Lanzarote	2017 Agosto	Variación interperiódica	-288
Lanzarote	2017 Julio	Tasa variación anual	-8.36
Lanzarote	2017 Julio	Tasa variación interperiódica	-1.02
Lanzarote	2017 Julio	Dato	11308
Lanzarote	2017 Julio	Variación anual	-1031
Lanzarote	2017 Julio	Variación interperiódica	-116
Lanzarote	2017 Junio	Tasa variación anual	-9.46
Lanzarote	2017 Junio	Tasa variación interperiódica	-1.35
Lanzarote	2017 Junio	Dato	11424
Lanzarote	2017 Junio	Variación anual	-1194
Lanzarote	2017 Junio	Variación interperiódica	-156
Lanzarote	2017 Mayo	Tasa variación anual	-9.43
Lanzarote	2017 Mayo	Tasa variación interperiódica	-1.14
Lanzarote	2017 Mayo	Dato	11580
Lanzarote	2017 Mayo	Variación anual	-1205
Lanzarote	2017 Mayo	Variación interperiódica	-133
Lanzarote	2017 Abril	Tasa variación anual	-8.29
Lanzarote	2017 Abril	Tasa variación interperiódica	-3.87
Lanzarote	2017 Abril	Dato	11713
Lanzarote	2017 Abril	Variación anual	-1059
Lanzarote	2017 Abril	Variación interperiódica	-471
Lanzarote	2017 Marzo	Tasa variación anual	-7.35
Lanzarote	2017 Marzo	Tasa variación interperiódica	0.75
Lanzarote	2017 Marzo	Dato	12184
Lanzarote	2017 Marzo	Variación anual	-967
Lanzarote	2017 Marzo	Variación interperiódica	91
Lanzarote	2017 Febrero	Tasa variación anual	-9.75
Lanzarote	2017 Febrero	Tasa variación interperiódica	1.31
Lanzarote	2017 Febrero	Dato	12093
Lanzarote	2017 Febrero	Variación anual	-1306
Lanzarote	2017 Febrero	Variación interperiódica	156
Lanzarote	2017 Enero	Tasa variación anual	-13.34
Lanzarote	2017 Enero	Tasa variación interperiódica	0.74
Lanzarote	2017 Enero	Dato	11937
